league,season,game,team,player,league_id,season_id,game_id,date,shot_id,team_id,player_id,assist_player_id,assist_player,xg,location_x,location_y,minute,body_part,situation,result
ENG-Premier League,1718,2017-10-14 Watford-Arsenal,Watford,Troy Deeney,1,2017,7198,2017-10-14 17:30:00,161765,90,574,,,0.7611690163612366,0.885,0.5,70,Right Foot,Penalty,Goal
ENG-Premier League,1718,2017-10-15 Brighton-Everton,Everton,Wayne Rooney,1,2017,7189,2017-10-15 13:30:00,160413,72,629,,,0.7611690163612366,0.885,0.5,89,Right Foot,Penalty,Goal
ENG-Premier League,1718,2017-10-15 Southampton-Newcastle United,Southampton,Manolo Gabbiadini,1,2017,7195,2017-10-15 16:00:00,160564,74,1383,,,0.7611690163612366,0.885,0.5,74,Left Foot,Penalty,Goal
ENG-Premier League,1718,2017-10-20 West Ham-Brighton,Brighton,Glenn Murray,1,2017,7208,2017-10-20 20:00:00,159680,220,882,,,0.7611690163612366,0.885,0.5,74,Right Foot,Penalty,Goal
ENG-Premier League,1718,2017-10-21 Manchester City-Burnley,Manchester City,Sergio Agüero,1,2017,7202,2017-10-21 15:00:00,159503,88,619,,,0.7611690163612366,0.885,0.5,29,Right Foot,Penalty,Goal
ENG-Premier League,1718,2017-10-21 Stoke-Bournemouth,Bournemouth,Junior Stanislas,1,2017,7205,2017-10-21 15:00:00,159590,73,463,,,0.7611690163612366,0.885,0.5,17,Right Foot,Penalty,Goal
ENG-Premier League,1718,2017-10-28 Crystal Palace-West Ham,Crystal Palace,Luka Milivojevic,1,2017,7213,2017-10-28 15:00:00,159923,78,5549,,,0.7611690163612366,0.885,0.5,49,Right Foot,Penalty,Goal
ENG-Premier League,1718,2017-10-28 Liverpool-Huddersfield,Liverpool,Mohamed Salah,1,2017,7217,2017-10-28 15:00:00,160026,87,1250,,,0.7611690163612366,0.885,0.5,41,Left Foot,Penalty,Saved Shot
ENG-Premier League,1718,2017-11-04 Swansea-Brighton,Swansea,Tammy Abraham,1,2017,7225,2017-11-04 15:00:00,161272,84,702,179313.0,Federico Fernández,0.0744988024234771,0.88,0.495,93,Right Foot,Penalty,Blocked Shot
ENG-Premier League,1718,2017-11-05 Everton-Watford,Everton,Leighton Baines,1,2017,7220,2017-11-05 16:30:00,160270,72,588,,,0.7611690163612366,0.885,0.5,90,Left Foot,Penalty,Goal
ENG-Premier League,1718,2017-11-05 Everton-Watford,Watford,Tom Cleverley,1,2017,7220,2017-11-05 16:30:00,160271,90,596,,,0.7611690163612366,0.885,0.5,100,Right Foot,Penalty,Missed Shot
ENG-Premier League,1718,2017-11-05 Manchester City-Arsenal,Manchester City,Sergio Agüero,1,2017,7228,2017-11-05 14:15:00,161002,88,619,,,0.7611690163612366,0.885,0.5,49,Right Foot,Penalty,Goal
ENG-Premier League,1718,2017-11-18 Crystal Palace-Everton,Everton,Leighton Baines,1,2017,7234,2017-11-18 15:00:00,160693,72,588,,,0.7611690163612366,0.885,0.5,5,Left Foot,Penalty,Goal
ENG-Premier League,1718,2017-11-25 Swansea-Bournemouth,Bournemouth,Marc Pugh,1,2017,7240,2017-11-25 15:00:00,161589,73,466,179693.0,Joshua King,0.089003600180149,0.88,0.500999984741211,1,Right Foot,Penalty,Saved Shot
ENG-Premier League,1718,2017-11-26 Burnley-Arsenal,Arsenal,Alexis Sánchez,1,2017,7248,2017-11-26 14:00:00,161106,83,498,,,0.7611690163612366,0.885,0.5,91,Right Foot,Penalty,Goal
ENG-Premier League,1718,2017-11-26 Huddersfield-Manchester City,Manchester City,Sergio Agüero,1,2017,7245,2017-11-26 16:00:00,161218,88,619,,,0.7611690163612366,0.885,0.5,46,Right Foot,Penalty,Goal
ENG-Premier League,1718,2017-11-28 Watford-Manchester United,Watford,Troy Deeney,1,2017,7251,2017-11-28 20:00:00,160988,90,574,,,0.7611690163612366,0.885,0.5,76,Right Foot,Penalty,Goal
ENG-Premier League,1718,2017-11-29 Everton-West Ham,Everton,Wayne Rooney,1,2017,7256,2017-11-29 20:00:00,161167,72,629,,,0.7611690163612366,0.885,0.5,17,Right Foot,Penalty,Saved Shot
ENG-Premier League,1718,2017-11-29 Everton-West Ham,West Ham,Manuel Lanzini,1,2017,7256,2017-11-29 20:00:00,161175,81,535,,,0.7611690163612366,0.885,0.5,58,Right Foot,Penalty,Saved Shot
ENG-Premier League,1718,2017-12-02 Arsenal-Manchester United,Arsenal,Nacho Monreal,1,2017,7266,2017-12-02 17:30:00,161410,83,495,179457.0,Mesut Özil,0.0349587984383106,0.875,0.5029999923706054,87,,Penalty,Saved Shot
ENG-Premier League,1718,2017-12-02 Brighton-Liverpool,Brighton,Glenn Murray,1,2017,7268,2017-12-02 15:00:00,161548,220,882,,,0.7611690163612366,0.885,0.5,50,Right Foot,Penalty,Goal
ENG-Premier League,1718,2017-12-02 Chelsea-Newcastle United,Chelsea,Eden Hazard,1,2017,7259,2017-12-02 12:30:00,161631,80,701,,,0.7611690163612366,0.885,0.5,73,Right Foot,Penalty,Goal
ENG-Premier League,1718,2017-12-09 Crystal Palace-Bournemouth,Crystal Palace,Christian Benteke,1,2017,7273,2017-12-09 15:00:00,179192,78,606,,,0.7611690163612366,0.885,0.5,92,Right Foot,Penalty,Saved Shot
ENG-Premier League,1718,2017-12-09 Crystal Palace-Bournemouth,Crystal Palace,Luka Milivojevic,1,2017,7273,2017-12-09 15:00:00,179172,78,5549,,,0.7611690163612366,0.885,0.5,40,Right Foot,Penalty,Goal
ENG-Premier League,1718,2017-12-10 Liverpool-Everton,Everton,Wayne Rooney,1,2017,7275,2017-12-10 14:15:00,179243,72,629,,,0.7611690163612366,0.885,0.5,76,Right Foot,Penalty,Goal
ENG-Premier League,1718,2017-12-13 Southampton-Leicester,Leicester,Jamie Vardy,1,2017,7285,2017-12-13 19:45:00,183005,75,755,202994.0,Riyad Mahrez,0.1497669965028762,0.8819999694824219,0.500999984741211,30,Left Foot,Penalty,Saved Shot
ENG-Premier League,1718,2017-12-16 Brighton-Burnley,Brighton,Glenn Murray,1,2017,7291,2017-12-16 15:00:00,185382,220,882,,,0.7611690163612366,0.885,0.5,35,Right Foot,Penalty,Missed Shot
ENG-Premier League,1718,2017-12-16 Manchester City-Tottenham,Manchester City,Gabriel Jesus,1,2017,7298,2017-12-16 17:30:00,182723,88,5543,,,0.7611690163612366,0.885,0.5,74,Right Foot,Penalty,Shot On Post
ENG-Premier League,1718,2017-12-16 Stoke-West Ham,West Ham,Mark Noble,1,2017,7297,2017-12-16 16:00:00,182753,81,533,,,0.7611690163612366,0.885,0.5,18,Right Foot,Penalty,Goal
ENG-Premier League,1718,2017-12-16 Watford-Huddersfield,Huddersfield,Aaron Mooy,1,2017,7296,2017-12-16 15:00:00,182804,219,6033,,,0.7611690163612366,0.885,0.5,88,Right Foot,Penalty,Goal
ENG-Premier League,1718,2017-12-18 Everton-Swansea,Everton,Wayne Rooney,1,2017,7293,2017-12-18 20:00:00,183256,72,629,,,0.7611690163612366,0.885,0.5,46,Right Foot,Penalty,Saved Shot
ENG-Premier League,1718,2017-12-18 Everton-Swansea,Everton,Wayne Rooney,1,2017,7293,2017-12-18 20:00:00,183263,72,629,,,0.7611690163612366,0.885,0.5,72,Right Foot,Penalty,Goal
ENG-Premier League,1718,2017-12-23 Burnley-Tottenham,Tottenham,Harry Kane,1,2017,7304,2017-12-23 17:30:00,182974,82,647,,,0.7611690163612366,0.885,0.5,6,Right Foot,Penalty,Goal
ENG-Premier League,1718,2017-12-23 Swansea-Crystal Palace,Crystal Palace,Luka Milivojevic,1,2017,7299,2017-12-23 15:00:00,182646,78,5549,,,0.7611690163612366,0.885,0.5,58,Right Foot,Penalty,Goal
ENG-Premier League,1718,2017-12-23 West Ham-Newcastle United,West Ham,André Ayew,1,2017,7300,2017-12-23 15:00:00,185286,81,713,,,0.7611690163612366,0.885,0.5,55,Left Foot,Penalty,Saved Shot
ENG-Premier League,1718,2017-12-26 Bournemouth-West Ham,West Ham,André Ayew,1,2017,7309,2017-12-26 15:00:00,185481,81,713,205598.0,Arthur Masuaku,0.0926327034831047,0.875999984741211,0.495,19,Left Foot,Penalty,Missed Shot
ENG-Premier League,1718,2017-12-30 Chelsea-Stoke,Chelsea,Willian,1,2017,7320,2017-12-30 15:00:00,186109,80,700,,,0.761132001876831,0.885,0.5,72,Right Foot,Penalty,Goal
ENG-Premier League,1718,2017-12-30 Liverpool-Leicester,Liverpool,Mohamed Salah,1,2017,7323,2017-12-30 15:00:00,186021,87,1250,206115.0,Sadio Mané,0.4305840134620666,0.88,0.504000015258789,51,Left Foot,Penalty,Goal
ENG-Premier League,1718,2017-12-31 Crystal Palace-Manchester City,Crystal Palace,Luka Milivojevic,1,2017,7321,2017-12-31 12:00:00,186201,78,5549,,,0.761132001876831,0.885,0.5,91,Right Foot,Penalty,Saved Shot
ENG-Premier League,1718,2017-12-31 West Bromwich Albion-Arsenal,West Bromwich Albion,Jay Rodriguez,1,2017,7328,2017-12-31 16:30:00,186231,76,844,,,0.7611690163612366,0.885,0.5,88,Right Foot,Penalty,Goal
ENG-Premier League,1718,2018-01-03 Arsenal-Chelsea,Chelsea,Eden Hazard,1,2017,7330,2018-01-03 19:45:00,186511,80,701,,,0.7611690163612366,0.885,0.5,66,Right Foot,Penalty,Goal
ENG-Premier League,1718,2018-01-20 Leicester-Watford,Leicester,Jamie Vardy,1,2017,7353,2018-01-20 15:00:00,188746,75,755,,,0.7611690163612366,0.885,0.5,38,Right Foot,Penalty,Goal
ENG-Premier League,1718,2018-01-20 Manchester City-Newcastle United,Manchester City,Sergio Agüero,1,2017,7354,2018-01-20 17:30:00,188925,88,619,,,0.7611690163612366,0.885,0.5,62,Right Foot,Penalty,Goal
ENG-Premier League,1718,2018-01-30 Huddersfield-Liverpool,Liverpool,Mohamed Salah,1,2017,7359,2018-01-30 20:00:00,194076,87,1250,,,0.7611690163612366,0.885,0.5,77,Left Foot,Penalty,Goal
ENG-Premier League,1718,2018-01-30 West Ham-Crystal Palace,West Ham,Mark Noble,1,2017,7360,2018-01-30 19:45:00,194107,81,533,,,0.7611690163612366,0.885,0.5,42,Right Foot,Penalty,Goal
ENG-Premier League,1718,2018-01-31 Everton-Leicester,Leicester,Jamie Vardy,1,2017,7365,2018-01-31 19:45:00,194160,75,755,,,0.7611690163612366,0.885,0.5,70,Right Foot,Penalty,Goal
ENG-Premier League,1718,2018-01-31 Newcastle United-Burnley,Newcastle United,Joselu,1,2017,7364,2018-01-31 19:45:00,194171,86,866,,,0.7611690163612366,0.885,0.5,33,Right Foot,Penalty,Saved Shot
ENG-Premier League,1718,2018-01-31 Southampton-Brighton,Brighton,Glenn Murray,1,2017,7363,2018-01-31 19:45:00,194197,220,882,,,0.7611690163612366,0.885,0.5,13,Right Foot,Penalty,Goal
ENG-Premier League,1718,2018-02-03 Manchester United-Huddersfield,Manchester United,Alexis Sánchez,1,2017,7376,2018-02-03 15:00:00,193765,89,498,,,0.7611690163612366,0.885,0.5,67,Right Foot,Penalty,Saved Shot
ENG-Premier League,1718,2018-02-04 Crystal Palace-Newcastle United,Crystal Palace,Luka Milivojevic,1,2017,7373,2018-02-04 14:15:00,193697,78,5549,,,0.7611690163612366,0.885,0.5,54,Right Foot,Penalty,Goal
ENG-Premier League,1718,2018-02-04 Liverpool-Tottenham,Tottenham,Harry Kane,1,2017,7375,2018-02-04 16:30:00,193746,82,647,,,0.7611690163612366,0.885,0.5,86,Right Foot,Penalty,Saved Shot
ENG-Premier League,1718,2018-02-04 Liverpool-Tottenham,Tottenham,Harry Kane,1,2017,7375,2018-02-04 16:30:00,193748,82,647,,,0.7611690163612366,0.885,0.5,94,Right Foot,Penalty,Goal
ENG-Premier League,1718,2018-02-05 Watford-Chelsea,Watford,Troy Deeney,1,2017,7377,2018-02-05 20:00:00,193777,90,574,,,0.7611690163612366,0.885,0.5,41,Right Foot,Penalty,Goal
ENG-Premier League,1718,2018-02-10 Everton-Crystal Palace,Crystal Palace,Luka Milivojevic,1,2017,7380,2018-02-10 15:00:00,193873,78,5549,,,0.7610949873924255,0.885,0.5,82,Right Foot,Penalty,Goal
ENG-Premier League,1718,2018-02-10 Stoke-Brighton,Stoke,Charlie Adam,1,2017,7385,2018-02-10 15:00:00,193989,85,873,,,0.7611690163612366,0.885,0.5,89,Left Foot,Penalty,Saved Shot
ENG-Premier League,1718,2018-02-11 Huddersfield-Bournemouth,Huddersfield,Rajiv van La Parra,1,2017,7381,2018-02-11 12:00:00,193896,219,6036,,,0.761132001876831,0.885,0.5,94,Right Foot,Penalty,Goal
ENG-Premier League,1718,2018-02-24 Brighton-Swansea,Brighton,Glenn Murray,1,2017,7391,2018-02-24 15:00:00,197420,220,882,,,0.7611690163612366,0.885,0.5,17,Right Foot,Penalty,Goal
ENG-Premier League,1718,2018-03-01 Arsenal-Manchester City,Arsenal,Pierre-Emerick Aubameyang,1,2017,7389,2018-03-01 19:45:00,198429,83,318,,,0.7611690163612366,0.885,0.5,52,Right Foot,Penalty,Saved Shot
ENG-Premier League,1718,2018-03-03 Leicester-Bournemouth,Bournemouth,Joshua King,1,2017,7402,2018-03-03 15:00:00,198823,73,465,,,0.7611690163612366,0.885,0.5,34,Right Foot,Penalty,Goal
ENG-Premier League,1718,2018-03-03 Swansea-West Ham,Swansea,Jordan Ayew,1,2017,7406,2018-03-03 15:00:00,198883,84,672,,,0.7611690163612366,0.885,0.5,62,Right Foot,Penalty,Goal
ENG-Premier League,1718,2018-03-03 Watford-West Bromwich Albion,West Bromwich Albion,Grzegorz Krychowiak,1,2017,7408,2018-03-03 15:00:00,198908,76,2414,,,0.0558307990431785,0.875999984741211,0.495,3,Left Foot,Penalty,Blocked Shot
ENG-Premier League,1718,2018-03-10 Everton-Brighton,Everton,Wayne Rooney,1,2017,7412,2018-03-10 15:00:00,200031,72,629,,,0.7611690163612366,0.885,0.5,87,Right Foot,Penalty,Saved Shot
ENG-Premier League,1718,2018-03-11 Arsenal-Watford,Watford,Troy Deeney,1,2017,7409,2018-03-11 13:30:00,200555,90,574,,,0.7611690163612366,0.885,0.5,61,Right Foot,Penalty,Saved Shot
ENG-Premier League,1718,2018-03-17 Huddersfield-Crystal Palace,Crystal Palace,Luka Milivojevic,1,2017,7421,2018-03-17 15:00:00,201456,78,5549,,,0.761132001876831,0.885,0.5,67,Right Foot,Penalty,Goal
ENG-Premier League,1718,2018-03-31 Brighton-Leicester,Brighton,Glenn Murray,1,2017,7430,2018-03-31 15:00:00,204083,220,882,,,0.7611690163612366,0.885,0.5,76,Right Foot,Penalty,Saved Shot
ENG-Premier League,1718,2018-03-31 Crystal Palace-Liverpool,Crystal Palace,Luka Milivojevic,1,2017,7432,2018-03-31 12:30:00,204118,78,5549,,,0.7611690163612366,0.885,0.5,12,Right Foot,Penalty,Goal
ENG-Premier League,1718,2018-03-31 Newcastle United-Huddersfield,Newcastle United,Dwight Gayle,1,2017,7436,2018-03-31 15:00:00,203971,86,743,226896.0,Jonjo Shelvey,0.0911498963832855,0.8819999694824219,0.4970000076293945,13,Left Foot,Penalty,Missed Shot
ENG-Premier League,1718,2018-03-31 Watford-Bournemouth,Bournemouth,Joshua King,1,2017,7437,2018-03-31 15:00:00,204005,73,465,,,0.7611690163612366,0.885,0.5,42,Right Foot,Penalty,Goal
ENG-Premier League,1718,2018-04-01 Arsenal-Stoke,Arsenal,Alexandre Lacazette,1,2017,7429,2018-04-01 13:30:00,204066,83,3277,,,0.7611690163612366,0.885,0.5,88,Right Foot,Penalty,Goal
ENG-Premier League,1718,2018-04-01 Arsenal-Stoke,Arsenal,Pierre-Emerick Aubameyang,1,2017,7429,2018-04-01 13:30:00,204059,83,318,,,0.7611690163612366,0.885,0.5,74,Right Foot,Penalty,Goal
ENG-Premier League,1718,2018-04-14 Tottenham-Manchester City,Manchester City,Ilkay Gündogan,1,2017,7457,2018-04-14 18:45:00,208828,88,314,,,0.7611690163612366,0.885,0.5,24,Right Foot,Penalty,Goal
ENG-Premier League,1718,2018-04-17 Brighton-Tottenham,Brighton,Pascal Groß,1,2017,7462,2018-04-17 18:45:00,209535,220,239,,,0.7611690163612366,0.885,0.5,49,Right Foot,Penalty,Goal
ENG-Premier League,1718,2018-04-22 Manchester City-Swansea,Manchester City,Gabriel Jesus,1,2017,7465,2018-04-22 15:30:00,211067,88,5543,,,0.7611690163612366,0.885,0.5,63,Right Foot,Penalty,Saved Shot
ENG-Premier League,1718,2018-04-28 Crystal Palace-Leicester,Crystal Palace,Christian Benteke,1,2017,7470,2018-04-28 14:00:00,211687,78,606,,,0.7611690163612366,0.885,0.5,89,Right Foot,Penalty,Goal
ENG-Premier League,1718,2018-05-05 Watford-Newcastle United,Watford,Troy Deeney,1,2017,7482,2018-05-05 15:00:00,213323,90,574,,,0.7611690163612366,0.885,0.5,38,Right Foot,Penalty,Saved Shot
ENG-Premier League,1718,2018-05-09 Leicester-Arsenal,Leicester,Jamie Vardy,1,2017,7422,2018-05-09 19:45:00,214330,75,755,,,0.7611690163612366,0.885,0.5,75,Right Foot,Penalty,Goal
ENG-Premier League,1718,2018-05-13 Swansea-Stoke,Stoke,Xherdan Shaqiri,1,2017,7491,2018-05-13 15:00:00,215581,85,888,,,0.7611690163612366,0.885,0.5,53,Left Foot,Penalty,Saved Shot
ENG-Premier League,1819,2018-08-10 Manchester United-Leicester,Manchester United,Paul Pogba,1,2018,9197,2018-08-10 22:00:00,232812,89,1740,,,0.7611690163612366,0.885,0.5,2,Right Foot,Penalty,Goal
ENG-Premier League,1819,2018-08-11 Bournemouth-Cardiff,Bournemouth,Callum Wilson,1,2018,9202,2018-08-11 17:00:00,232725,73,468,,,0.7611690163612366,0.885,0.5,33,Right Foot,Penalty,Saved Shot
ENG-Premier League,1819,2018-08-11 Fulham-Crystal Palace,Crystal Palace,Christian Benteke,1,2018,9201,2018-08-11 17:00:00,232758,78,606,258730.0,Luka Milivojevic,0.0140957003459334,0.879000015258789,0.499000015258789,62,,Penalty,Blocked Shot
ENG-Premier League,1819,2018-08-11 Huddersfield-Chelsea,Chelsea,Jorginho,1,2018,9200,2018-08-11 17:00:00,232774,80,1389,,,0.7611690163612366,0.885,0.5,44,Right Foot,Penalty,Goal
ENG-Premier League,1819,2018-08-18 Cardiff-Newcastle United,Newcastle United,Kenedy,1,2018,9207,2018-08-18 14:30:00,232993,86,689,,,0.7611690163612366,0.885,0.5,95,Left Foot,Penalty,Saved Shot
ENG-Premier League,1819,2018-08-18 Chelsea-Arsenal,Chelsea,Pedro,1,2018,9212,2018-08-18 19:30:00,232998,80,687,259021.0,Marcos Alonso,0.3657419979572296,0.8769999694824219,0.5029999923706054,8,Left Foot,Penalty,Goal
ENG-Premier League,1819,2018-08-18 West Ham-Bournemouth,West Ham,Marko Arnautovic,1,2018,9208,2018-08-18 17:00:00,233183,81,865,,,0.7610949873924255,0.885,0.5,32,Right Foot,Penalty,Goal
ENG-Premier League,1819,2018-08-19 Brighton-Manchester United,Brighton,Pascal Groß,1,2018,9215,2018-08-19 18:00:00,232947,220,239,,,0.7611690163612366,0.885,0.5,43,Right Foot,Penalty,Goal
ENG-Premier League,1819,2018-08-19 Brighton-Manchester United,Manchester United,Paul Pogba,1,2018,9215,2018-08-19 18:00:00,232952,89,1740,,,0.7611690163612366,0.885,0.5,94,Right Foot,Penalty,Goal
ENG-Premier League,1819,2018-08-20 Crystal Palace-Liverpool,Liverpool,James Milner,1,2018,9216,2018-08-20 22:00:00,233042,87,489,,,0.7611690163612366,0.885,0.5,44,Right Foot,Penalty,Goal
ENG-Premier League,1819,2018-08-25 Bournemouth-Everton,Bournemouth,Joshua King,1,2018,9221,2018-08-25 17:00:00,233251,73,465,,,0.7611690163612366,0.885,0.5,74,Right Foot,Penalty,Goal
ENG-Premier League,1819,2018-08-26 Newcastle United-Chelsea,Chelsea,Eden Hazard,1,2018,9225,2018-08-26 18:00:00,233391,80,701,,,0.7611690163612366,0.885,0.5,75,Right Foot,Penalty,Goal
ENG-Premier League,1819,2018-09-01 Brighton-Fulham,Brighton,Glenn Murray,1,2018,9233,2018-09-01 14:00:00,233488,220,882,,,0.7611690163612366,0.885,0.5,83,Right Foot,Penalty,Goal
ENG-Premier League,1819,2018-09-01 Brighton-Fulham,Brighton,Pascal Groß,1,2018,9233,2018-09-01 14:00:00,233471,220,239,,,0.7611690163612366,0.885,0.5,24,Right Foot,Penalty,Saved Shot
ENG-Premier League,1819,2018-09-01 Crystal Palace-Southampton,Southampton,Charlie Austin,1,2018,9230,2018-09-01 14:00:00,233608,74,848,,,0.7611690163612366,0.885,0.5,64,Right Foot,Penalty,Saved Shot
ENG-Premier League,1819,2018-09-02 Burnley-Manchester United,Manchester United,Paul Pogba,1,2018,9232,2018-09-02 15:00:00,233509,89,1740,,,0.7611690163612366,0.885,0.5,68,Right Foot,Penalty,Saved Shot
ENG-Premier League,1819,2018-09-15 Bournemouth-Leicester,Bournemouth,Joshua King,1,2018,9242,2018-09-15 14:00:00,233749,73,465,,,0.7611690163612366,0.885,0.5,40,Right Foot,Penalty,Goal
ENG-Premier League,1819,2018-09-15 Bournemouth-Leicester,Leicester,James Maddison,1,2018,9242,2018-09-15 14:00:00,233760,75,6818,,,0.7611690163612366,0.885,0.5,87,Right Foot,Penalty,Goal
ENG-Premier League,1819,2018-09-15 Chelsea-Cardiff,Chelsea,Eden Hazard,1,2018,9241,2018-09-15 14:00:00,233783,80,701,,,0.7611690163612366,0.885,0.5,79,Right Foot,Penalty,Goal
ENG-Premier League,1819,2018-09-15 Huddersfield-Crystal Palace,Huddersfield,Terence Kongolo,1,2018,9240,2018-09-15 14:00:00,233821,219,6067,259859.0,Philip Billing,0.0503735989332199,0.8830000305175781,0.499000015258789,47,,Penalty,Missed Shot
ENG-Premier League,1819,2018-09-17 Southampton-Brighton,Brighton,Glenn Murray,1,2018,9246,2018-09-17 19:00:00,233912,220,882,,,0.7611690163612366,0.885,0.5,90,Right Foot,Penalty,Goal
ENG-Premier League,1819,2018-09-17 Southampton-Brighton,Southampton,Danny Ings,1,2018,9246,2018-09-17 19:00:00,233902,74,986,,,0.7611690163612366,0.885,0.5,64,Right Foot,Penalty,Goal
ENG-Premier League,1819,2018-09-22 Brighton-Tottenham,Tottenham,Harry Kane,1,2018,9254,2018-09-22 16:30:00,234029,82,647,,,0.761132001876831,0.885,0.5,41,Right Foot,Penalty,Goal
ENG-Premier League,1819,2018-09-29 Everton-Fulham,Everton,Gylfi Sigurdsson,1,2018,9262,2018-09-29 14:00:00,234348,72,714,,,0.7610570192337036,0.885,0.5,51,Right Foot,Penalty,Shot On Post
ENG-Premier League,1819,2018-09-29 Huddersfield-Tottenham,Tottenham,Harry Kane,1,2018,9261,2018-09-29 14:00:00,234364,82,647,,,0.7611690163612366,0.885,0.5,33,Right Foot,Penalty,Goal
ENG-Premier League,1819,2018-09-29 Newcastle United-Leicester,Leicester,Jamie Vardy,1,2018,9259,2018-09-29 14:00:00,234419,75,755,,,0.7611690163612366,0.885,0.5,29,Right Foot,Penalty,Goal
ENG-Premier League,1819,2018-10-01 Bournemouth-Crystal Palace,Bournemouth,Junior Stanislas,1,2018,9266,2018-10-01 19:00:00,248960,73,463,,,0.7611690163612366,0.885,0.5,86,Right Foot,Penalty,Goal
ENG-Premier League,1819,2018-10-06 Watford-Bournemouth,Bournemouth,Joshua King,1,2018,9268,2018-10-06 14:00:00,249000,73,465,,,0.7611690163612366,0.885,0.5,32,Right Foot,Penalty,Goal
ENG-Premier League,1819,2018-10-07 Liverpool-Manchester City,Manchester City,Riyad Mahrez,1,2018,9276,2018-10-07 15:30:00,249216,88,750,,,0.7611690163612366,0.885,0.5,85,Left Foot,Penalty,Missed Shot
ENG-Premier League,1819,2018-10-20 Bournemouth-Southampton,Bournemouth,Joshua King,1,2018,9283,2018-10-20 14:00:00,249389,73,465,276429.0,Jefferson Lerma,0.0202165003865957,0.875,0.4959999847412109,45,,Penalty,Missed Shot
ENG-Premier League,1819,2018-10-21 Everton-Crystal Palace,Crystal Palace,Luka Milivojevic,1,2018,9285,2018-10-21 15:00:00,249439,78,5549,,,0.7611690163612366,0.885,0.5,59,Right Foot,Penalty,Saved Shot
ENG-Premier League,1819,2018-10-27 Brighton-Wolverhampton Wanderers,Wolverhampton Wanderers,Léo Bonatini,1,2018,9290,2018-10-27 14:00:00,249553,229,6855,276612.0,Ivan Cavaleiro,0.045430801808834,0.875,0.4959999847412109,94,,Penalty,Missed Shot
ENG-Premier League,1819,2018-10-27 Fulham-Bournemouth,Bournemouth,Callum Wilson,1,2018,9289,2018-10-27 14:00:00,249503,73,468,,,0.7611690163612366,0.885,0.5,13,Right Foot,Penalty,Goal
